timestamp,temperature_C
2026-09-01 12:00:00,67.52
2026-09-01 12:00:01,67.43
2026-09-01 12:00:02,68.06
2026-09-01 12:00:03,68.11
2026-09-01 12:00:04,68.7
2026-09-01 12:00:05,67.97
2026-09-01 12:00:06,68.09
2026-09-01 12:00:07,67.67
2026-09-01 12:00:08,67.91
2026-09-01 12:00:09,67.87
2026-09-01 12:00:10,67.96
2026-09-01 12:00:11,67.86
2026-09-01 12:00:12,67.74
2026-09-01 12:00:13,68.56
2026-09-01 12:00:14,67.71
2026-09-01 12:00:15,67.47
2026-09-01 12:00:16,68.02
2026-09-01 12:00:17,68.71
2026-09-01 12:00:18,68.06
2026-09-01 12:00:19,68.51
2026-09-01 12:00:20,67.74
2026-09-01 12:00:21,68.23
2026-09-01 12:00:22,68.43
2026-09-01 12:00:23,67.56
2026-09-01 12:00:24,67.68
2026-09-01 12:00:25,67.49
2026-09-01 12:00:26,67.59
2026-09-01 12:00:27,68.2
2026-09-01 12:00:28,67.86
2026-09-01 12:00:29,67.84
2026-09-01 12:00:30,68.29
2026-09-01 12:00:31,67.73
2026-09-01 12:00:32,68.66
2026-09-01 12:00:33,67.47
2026-09-01 12:00:34,67.53
2026-09-01 12:00:35,68.33
2026-09-01 12:00:36,68.38
2026-09-01 12:00:37,67.83
2026-09-01 12:00:38,68.52
2026-09-01 12:00:39,68.32
2026-09-01 12:00:40,68.48
2026-09-01 12:00:41,68.45
2026-09-01 12:00:42,67.88
2026-09-01 12:00:43,68.06
2026-09-01 12:00:44,68.03
2026-09-01 12:00:45,68.57
2026-09-01 12:00:46,68.29
2026-09-01 12:00:47,68.17
2026-09-01 12:00:48,67.93
2026-09-01 12:00:49,67.84
2026-09-01 12:00:50,67.84
2026-09-01 12:00:51,68.34
2026-09-01 12:00:52,67.84
2026-09-01 12:00:53,67.57
2026-09-01 12:00:54,68.61
2026-09-01 12:00:55,67.91
2026-09-01 12:00:56,68.28
2026-09-01 12:00:57,67.96
2026-09-01 12:00:58,67.97
2026-09-01 12:00:59,68.07
2026-09-01 12:01:00,68.3
2026-09-01 12:01:01,68.26
2026-09-01 12:01:02,68.15
2026-09-01 12:01:03,67.83
2026-09-01 12:01:04,67.87
2026-09-01 12:01:05,67.64
2026-09-01 12:01:06,68.11
2026-09-01 12:01:07,68.12
2026-09-01 12:01:08,67.83
2026-09-01 12:01:09,68.07
2026-09-01 12:01:10,68.33
2026-09-01 12:01:11,67.9
2026-09-01 12:01:12,67.91
2026-09-01 12:01:13,67.99
2026-09-01 12:01:14,67.98
2026-09-01 12:01:15,68.09
2026-09-01 12:01:16,67.99
2026-09-01 12:01:17,68.11
2026-09-01 12:01:18,67.84
2026-09-01 12:01:19,67.64
2026-09-01 12:01:20,67.89
2026-09-01 12:01:21,67.83
2026-09-01 12:01:22,68.16
2026-09-01 12:01:23,68.22
2026-09-01 12:01:24,68.05
2026-09-01 12:01:25,68.07
2026-09-01 12:01:26,67.9
2026-09-01 12:01:27,68.32
2026-09-01 12:01:28,68.53
2026-09-01 12:01:29,67.82
2026-09-01 12:01:30,67.97
2026-09-01 12:01:31,67.75
2026-09-01 12:01:32,67.57
2026-09-01 12:01:33,67.49
2026-09-01 12:01:34,68.28
2026-09-01 12:01:35,67.61
2026-09-01 12:01:36,67.84
2026-09-01 12:01:37,67.55
2026-09-01 12:01:38,68.34
2026-09-01 12:01:39,68.18
2026-09-01 12:01:40,68.26
2026-09-01 12:01:41,67.74
2026-09-01 12:01:42,67.63
2026-09-01 12:01:43,67.56
2026-09-01 12:01:44,67.99
2026-09-01 12:01:45,67.82
2026-09-01 12:01:46,68.13
2026-09-01 12:01:47,67.66
2026-09-01 12:01:48,68.19
2026-09-01 12:01:49,67.89
2026-09-01 12:01:50,67.92
2026-09-01 12:01:51,68.3
2026-09-01 12:01:52,68.04
2026-09-01 12:01:53,67.83
2026-09-01 12:01:54,67.92
2026-09-01 12:01:55,67.65
2026-09-01 12:01:56,67.86
2026-09-01 12:01:57,68.43
2026-09-01 12:01:58,67.96
2026-09-01 12:01:59,68.21
2026-09-01 12:02:00,68.37
2026-09-01 12:02:01,67.89
2026-09-01 12:02:02,67.86
2026-09-01 12:02:03,67.5
2026-09-01 12:02:04,68.22
2026-09-01 12:02:05,68.12
2026-09-01 12:02:06,67.35
2026-09-01 12:02:07,67.72
2026-09-01 12:02:08,68.28
2026-09-01 12:02:09,68.39
2026-09-01 12:02:10,67.31
2026-09-01 12:02:11,68.24
2026-09-01 12:02:12,67.65
2026-09-01 12:02:13,68.02
2026-09-01 12:02:14,68.72
2026-09-01 12:02:15,68.21
2026-09-01 12:02:16,67.51
2026-09-01 12:02:17,67.26
2026-09-01 12:02:18,68.21
2026-09-01 12:02:19,68.67
2026-09-01 12:02:20,68.25
2026-09-01 12:02:21,67.64
2026-09-01 12:02:22,67.78
2026-09-01 12:02:23,67.84
2026-09-01 12:02:24,67.72
2026-09-01 12:02:25,68.37
2026-09-01 12:02:26,67.48
2026-09-01 12:02:27,67.96
2026-09-01 12:02:28,67.6
2026-09-01 12:02:29,68.12
2026-09-01 12:02:30,68.29
2026-09-01 12:02:31,67.34
2026-09-01 12:02:32,68.38
2026-09-01 12:02:33,67.83
2026-09-01 12:02:34,67.53
2026-09-01 12:02:35,67.75
2026-09-01 12:02:36,67.8
2026-09-01 12:02:37,68.11
2026-09-01 12:02:38,67.93
2026-09-01 12:02:39,68.56
2026-09-01 12:02:40,68.3
2026-09-01 12:02:41,68.2
2026-09-01 12:02:42,67.52
2026-09-01 12:02:43,68.14
2026-09-01 12:02:44,68.02
2026-09-01 12:02:45,68.29
2026-09-01 12:02:46,68.0
2026-09-01 12:02:47,67.95
2026-09-01 12:02:48,67.69
2026-09-01 12:02:49,68.23
2026-09-01 12:02:50,67.99
2026-09-01 12:02:51,68.46
2026-09-01 12:02:52,67.76
2026-09-01 12:02:53,67.6
2026-09-01 12:02:54,67.5
2026-09-01 12:02:55,67.77
2026-09-01 12:02:56,67.99
2026-09-01 12:02:57,68.04
2026-09-01 12:02:58,67.8
2026-09-01 12:02:59,67.97
2026-09-01 12:03:00,67.96
2026-09-01 12:03:01,67.88
2026-09-01 12:03:02,67.55
2026-09-01 12:03:03,67.92
2026-09-01 12:03:04,68.06
2026-09-01 12:03:05,67.82
2026-09-01 12:03:06,68.1
2026-09-01 12:03:07,67.26
2026-09-01 12:03:08,67.96
2026-09-01 12:03:09,68.1
2026-09-01 12:03:10,68.21
2026-09-01 12:03:11,67.65
2026-09-01 12:03:12,67.92
2026-09-01 12:03:13,68.08
2026-09-01 12:03:14,68.16
2026-09-01 12:03:15,67.53
2026-09-01 12:03:16,68.02
2026-09-01 12:03:17,67.79
2026-09-01 12:03:18,67.86
2026-09-01 12:03:19,68.23
2026-09-01 12:03:20,68.05
2026-09-01 12:03:21,68.3
2026-09-01 12:03:22,68.15
2026-09-01 12:03:23,68.48
2026-09-01 12:03:24,67.91
2026-09-01 12:03:25,67.91
2026-09-01 12:03:26,67.64
2026-09-01 12:03:27,67.93
2026-09-01 12:03:28,68.01
2026-09-01 12:03:29,67.79
2026-09-01 12:03:30,67.8
2026-09-01 12:03:31,66.96
2026-09-01 12:03:32,67.97
2026-09-01 12:03:33,68.04
2026-09-01 12:03:34,68.36
2026-09-01 12:03:35,68.01
2026-09-01 12:03:36,68.09
2026-09-01 12:03:37,67.47
2026-09-01 12:03:38,67.9
2026-09-01 12:03:39,68.55
2026-09-01 12:03:40,68.07
2026-09-01 12:03:41,68.15
2026-09-01 12:03:42,68.12
2026-09-01 12:03:43,68.21
2026-09-01 12:03:44,68.08
2026-09-01 12:03:45,68.68
2026-09-01 12:03:46,67.84
2026-09-01 12:03:47,68.59
2026-09-01 12:03:48,67.6
2026-09-01 12:03:49,68.33
2026-09-01 12:03:50,67.15
2026-09-01 12:03:51,67.72
2026-09-01 12:03:52,67.79
2026-09-01 12:03:53,68.26
2026-09-01 12:03:54,68.02
2026-09-01 12:03:55,67.76
2026-09-01 12:03:56,68.62
2026-09-01 12:03:57,67.75
2026-09-01 12:03:58,67.55
2026-09-01 12:03:59,67.69
2026-09-01 12:04:00,68.03
2026-09-01 12:04:01,67.48
2026-09-01 12:04:02,68.2
2026-09-01 12:04:03,68.58
2026-09-01 12:04:04,67.65
2026-09-01 12:04:05,68.31
2026-09-01 12:04:06,67.92
2026-09-01 12:04:07,67.42
2026-09-01 12:04:08,68.09
2026-09-01 12:04:09,67.66
2026-09-01 12:04:10,68.16
2026-09-01 12:04:11,68.25
2026-09-01 12:04:12,67.68
2026-09-01 12:04:13,68.49
2026-09-01 12:04:14,67.81
2026-09-01 12:04:15,67.85
2026-09-01 12:04:16,68.45
2026-09-01 12:04:17,67.9
2026-09-01 12:04:18,68.69
2026-09-01 12:04:19,67.2
2026-09-01 12:04:20,68.06
2026-09-01 12:04:21,67.93
2026-09-01 12:04:22,68.37
2026-09-01 12:04:23,68.2
2026-09-01 12:04:24,67.2
2026-09-01 12:04:25,68.12
2026-09-01 12:04:26,68.0
2026-09-01 12:04:27,68.13
2026-09-01 12:04:28,67.72
2026-09-01 12:04:29,68.04
2026-09-01 12:04:30,67.65
2026-09-01 12:04:31,67.91
2026-09-01 12:04:32,68.46
2026-09-01 12:04:33,67.87
2026-09-01 12:04:34,67.99
2026-09-01 12:04:35,68.14
2026-09-01 12:04:36,68.12
2026-09-01 12:04:37,67.84
2026-09-01 12:04:38,67.94
2026-09-01 12:04:39,67.54
2026-09-01 12:04:40,67.95
2026-09-01 12:04:41,68.19
2026-09-01 12:04:42,67.91
2026-09-01 12:04:43,68.01
2026-09-01 12:04:44,67.89
2026-09-01 12:04:45,68.46
2026-09-01 12:04:46,67.48
2026-09-01 12:04:47,67.94
2026-09-01 12:04:48,68.29
2026-09-01 12:04:49,67.73
2026-09-01 12:04:50,68.02
2026-09-01 12:04:51,68.38
2026-09-01 12:04:52,68.75
2026-09-01 12:04:53,67.94
2026-09-01 12:04:54,67.66
2026-09-01 12:04:55,68.33
2026-09-01 12:04:56,68.0
2026-09-01 12:04:57,67.64
2026-09-01 12:04:58,68.13
2026-09-01 12:04:59,67.66
2026-09-01 12:05:00,67.81
2026-09-01 12:05:01,68.42
2026-09-01 12:05:02,67.77
2026-09-01 12:05:03,67.6
2026-09-01 12:05:04,68.23
2026-09-01 12:05:05,67.92
2026-09-01 12:05:06,68.2
2026-09-01 12:05:07,68.04
2026-09-01 12:05:08,68.15
2026-09-01 12:05:09,67.8
2026-09-01 12:05:10,67.36
2026-09-01 12:05:11,67.88
2026-09-01 12:05:12,67.69
2026-09-01 12:05:13,68.31
2026-09-01 12:05:14,68.26
2026-09-01 12:05:15,68.05
2026-09-01 12:05:16,67.73
2026-09-01 12:05:17,68.07
2026-09-01 12:05:18,67.63
2026-09-01 12:05:19,67.98
2026-09-01 12:05:20,68.03
2026-09-01 12:05:21,67.88
2026-09-01 12:05:22,68.34
2026-09-01 12:05:23,67.97
2026-09-01 12:05:24,68.28
2026-09-01 12:05:25,67.57
2026-09-01 12:05:26,68.01
2026-09-01 12:05:27,67.59
2026-09-01 12:05:28,68.18
2026-09-01 12:05:29,68.54
2026-09-01 12:05:30,67.82
2026-09-01 12:05:31,67.85
2026-09-01 12:05:32,68.08
2026-09-01 12:05:33,68.31
2026-09-01 12:05:34,67.68
2026-09-01 12:05:35,68.05
2026-09-01 12:05:36,68.47
2026-09-01 12:05:37,68.07
2026-09-01 12:05:38,68.03
2026-09-01 12:05:39,67.47
2026-09-01 12:05:40,67.84
2026-09-01 12:05:41,68.45
2026-09-01 12:05:42,68.45
2026-09-01 12:05:43,67.77
2026-09-01 12:05:44,68.36
2026-09-01 12:05:45,67.63
2026-09-01 12:05:46,67.87
2026-09-01 12:05:47,68.03
2026-09-01 12:05:48,67.68
2026-09-01 12:05:49,68.1
2026-09-01 12:05:50,67.93
2026-09-01 12:05:51,68.14
2026-09-01 12:05:52,67.95
2026-09-01 12:05:53,68.2
2026-09-01 12:05:54,67.91
2026-09-01 12:05:55,67.84
2026-09-01 12:05:56,67.65
2026-09-01 12:05:57,67.78
2026-09-01 12:05:58,67.74
2026-09-01 12:05:59,68.78
2026-09-01 12:06:00,68.2
2026-09-01 12:06:01,68.57
2026-09-01 12:06:02,67.96
2026-09-01 12:06:03,67.2
2026-09-01 12:06:04,67.56
2026-09-01 12:06:05,68.03
2026-09-01 12:06:06,67.54
2026-09-01 12:06:07,68.19
2026-09-01 12:06:08,68.26
2026-09-01 12:06:09,68.09
2026-09-01 12:06:10,68.26
2026-09-01 12:06:11,67.8
2026-09-01 12:06:12,67.8
2026-09-01 12:06:13,67.77
2026-09-01 12:06:14,67.8
2026-09-01 12:06:15,68.06
2026-09-01 12:06:16,67.86
2026-09-01 12:06:17,68.04
2026-09-01 12:06:18,67.82
2026-09-01 12:06:19,67.59
2026-09-01 12:06:20,68.51
2026-09-01 12:06:21,68.01
2026-09-01 12:06:22,67.85
2026-09-01 12:06:23,67.92
2026-09-01 12:06:24,67.65
2026-09-01 12:06:25,67.87
2026-09-01 12:06:26,67.85
2026-09-01 12:06:27,68.36
2026-09-01 12:06:28,68.4
2026-09-01 12:06:29,68.47
2026-09-01 12:06:30,68.11
2026-09-01 12:06:31,67.62
2026-09-01 12:06:32,67.78
2026-09-01 12:06:33,68.01
2026-09-01 12:06:34,67.76
2026-09-01 12:06:35,68.4
2026-09-01 12:06:36,68.02
2026-09-01 12:06:37,68.01
2026-09-01 12:06:38,67.41
2026-09-01 12:06:39,68.02
2026-09-01 12:06:40,67.79
2026-09-01 12:06:41,67.76
2026-09-01 12:06:42,68.15
2026-09-01 12:06:43,67.83
2026-09-01 12:06:44,68.59
2026-09-01 12:06:45,68.34
2026-09-01 12:06:46,67.66
2026-09-01 12:06:47,67.74
2026-09-01 12:06:48,68.19
2026-09-01 12:06:49,67.27
2026-09-01 12:06:50,67.82
2026-09-01 12:06:51,67.7
2026-09-01 12:06:52,68.08
2026-09-01 12:06:53,68.31
2026-09-01 12:06:54,67.91
2026-09-01 12:06:55,68.14
2026-09-01 12:06:56,68.1
2026-09-01 12:06:57,67.8
2026-09-01 12:06:58,68.43
2026-09-01 12:06:59,68.04
2026-09-01 12:07:00,67.75
2026-09-01 12:07:01,67.82
2026-09-01 12:07:02,68.76
2026-09-01 12:07:03,68.1
2026-09-01 12:07:04,68.33
2026-09-01 12:07:05,68.12
2026-09-01 12:07:06,67.67
2026-09-01 12:07:07,67.92
2026-09-01 12:07:08,67.5
2026-09-01 12:07:09,68.04
2026-09-01 12:07:10,68.01
2026-09-01 12:07:11,67.65
2026-09-01 12:07:12,67.65
2026-09-01 12:07:13,68.12
2026-09-01 12:07:14,68.04
2026-09-01 12:07:15,67.8
2026-09-01 12:07:16,67.63
2026-09-01 12:07:17,67.7
2026-09-01 12:07:18,68.26
2026-09-01 12:07:19,67.77
2026-09-01 12:07:20,67.71
2026-09-01 12:07:21,68.08
2026-09-01 12:07:22,68.24
2026-09-01 12:07:23,68.08
2026-09-01 12:07:24,68.29
2026-09-01 12:07:25,67.63
2026-09-01 12:07:26,68.18
2026-09-01 12:07:27,68.13
2026-09-01 12:07:28,68.32
2026-09-01 12:07:29,67.84
2026-09-01 12:07:30,67.87
2026-09-01 12:07:31,68.06
2026-09-01 12:07:32,67.57
2026-09-01 12:07:33,67.73
2026-09-01 12:07:34,67.86
2026-09-01 12:07:35,67.76
2026-09-01 12:07:36,68.28
2026-09-01 12:07:37,68.77
2026-09-01 12:07:38,67.99
2026-09-01 12:07:39,68.1
2026-09-01 12:07:40,68.28
2026-09-01 12:07:41,68.26
2026-09-01 12:07:42,67.53
2026-09-01 12:07:43,67.97
2026-09-01 12:07:44,67.94
2026-09-01 12:07:45,68.63
2026-09-01 12:07:46,67.97
2026-09-01 12:07:47,68.26
2026-09-01 12:07:48,68.21
2026-09-01 12:07:49,67.94
2026-09-01 12:07:50,67.71
2026-09-01 12:07:51,68.09
2026-09-01 12:07:52,68.16
2026-09-01 12:07:53,68.22
2026-09-01 12:07:54,68.19
2026-09-01 12:07:55,68.14
2026-09-01 12:07:56,67.99
2026-09-01 12:07:57,67.81
2026-09-01 12:07:58,68.51
2026-09-01 12:07:59,68.33
2026-09-01 12:08:00,68.17
2026-09-01 12:08:01,68.3
2026-09-01 12:08:02,67.71
2026-09-01 12:08:03,68.31
2026-09-01 12:08:04,68.35
2026-09-01 12:08:05,68.02
2026-09-01 12:08:06,68.33
2026-09-01 12:08:07,67.81
